dijo;Dificil;Video-03-Ingenieria en sistemas.txt;6631;4;10;1
quiere;Dificil;Video-03-Ingenieria en sistemas.txt;6640;6;10;1
describir;Dificil;Video-03-Ingenieria en sistemas.txt;6647;9;10;1
verdad;Dificil;Video-03-Ingenieria en sistemas.txt;6660;6;10;1
deje la elegancia para los sastres;Dificil;Video-03-Ingenieria en sistemas.txt;6668;34;10;3
quiere describir la verdad deje la elegancia;Dificil;Video-03-Ingenieria en sistemas.txt;6640;45;10;1
vallan;Dificil;Video-03-Ingenieria en sistemas.txt;1895;6;3;7
poden;Dificil;Video-03-Ingenieria en sistemas.txt;114;5;1;29
sastres;Dificil;Video-03-Ingenieria en sistemas.txt;6695;8;10;2
realizado realizados;Dificil;Video-03-Ingenieria en sistemas.txt;1029;20;2;5
es o;Dificil;Video-03-Ingenieria en sistemas.txt;210;4;1;4
de ser auto contenidas;Dificil;Video-03-Ingenieria en sistemas.txt;2526;22;5;1
pixeles;Dificil;Video-03-Ingenieria en sistemas.txt;6224;7;9;9
convicción;Dificil;Video-03-Ingenieria en sistemas.txt;6434;10;9;13
condicionado;Dificil;Video-03-Ingenieria en sistemas.txt;5897;12;9;4
doctoral;Dificil;Video-03-Ingenieria en sistemas.txt;7124;8;10;2
información limitada;Dificil;Video-03-Ingenieria en sistemas.txt;6966;21;10;1
cuestionando los cuestionarios;Dificil;Video-03-Ingenieria en sistemas.txt;991;30;2;1
titulación;Dificil;Video-03-Ingenieria en sistemas.txt;4179;10;7;3
redundancias;Dificil;Video-03-Ingenieria en sistemas.txt;3132;12;6;5
complejo;Dificil;Video-03-Ingenieria en sistemas.txt;1498;8;3;1
extracto económico;Dificil;Video-03-Ingenieria en sistemas.txt;1791;18;3;7
libramos de pesos y se acabó;Dificil;Video-03-Ingenieria en sistemas.txt;647;32;2;1
que lee las profesoras;Dificil;Video-03-Ingenieria en sistemas.txt;6307;22;9;1
libramos;Dificil;Video-03-Ingenieria en sistemas.txt;649;8;2;2
libramo;Dificil;Video-03-Ingenieria en sistemas.txt;649;7;2;1
actitud;Dificil;Video-03-Ingenieria en sistemas.txt;5973;7;9;1
cartas virtuales;Dificil;Video-03-Ingenieria en sistemas.txt;4120;16;7;5
contenido;Dificil;Video-03-Ingenieria en sistemas.txt;2666;9;5;1
testimonio;Dificil;Video-03-Ingenieria en sistemas.txt;1669;10;3;2
certificar;Dificil;Video-03-Ingenieria en sistemas.txt;2196;10;4;1
inclusive;Dificil;Video-03-Ingenieria en sistemas.txt;3616;9;6;1
jpg;Dificil;Video-03-Ingenieria en sistemas.txt;6209;3;9;4
auto contenidas;Dificil;Video-03-Ingenieria en sistemas.txt;2533;15;5;5
campo biológico;Dificil;Video-03-Ingenieria en sistemas.txt;5103;15;8;3
objetiva;Dificil;Video-03-Ingenieria en sistemas.txt;238;8;1;4
lanzar números;Dificil;Video-03-Ingenieria en sistemas.txt;4419;14;8;1
o un comentario no;Dificil;Video-03-Ingenieria en sistemas.txt;1214;19;2;1
los;Dificil;Video-03-Ingenieria en sistemas.txt;1752;3;3;1
extracto;Dificil;Video-03-Ingenieria en sistemas.txt;1791;8;3;7
no porque la tabla posee más texto a través de los comentarios la hace mejor y el articulo peor;Dificil;Video-03-Ingenieria en sistemas.txt;2928;96;7;1
es o debería ser totalmente objetiva;Dificil;Video-03-Ingenieria en sistemas.txt;212;36;2;1
sastres”;Dificil;Video-03-Ingenieria en sistemas.txt;6695;9;10;1
interprete;Dificil;Video-03-Ingenieria en sistemas.txt;2628;10;5;3
propia;Dificil;Video-03-Ingenieria en sistemas.txt;153;6;1;3
comentario;Dificil;Video-03-Ingenieria en sistemas.txt;723;10;2;3
demostró;Dificil;Video-03-Ingenieria en sistemas.txt;1935;8;3;3
estructura;Dificil;Video-03-Ingenieria en sistemas.txt;5929;10;9;3
limitada;Dificil;Video-03-Ingenieria en sistemas.txt;6970;8;10;4
tesis;Dificil;Video-03-Ingenieria en sistemas.txt;7115;5;10;3
tabla;Dificil;Video-03-Ingenieria en sistemas.txt;7265;5;10;4
realizados;Dificil;Video-03-Ingenieria en sistemas.txt;1043;10;2;2
deducciones;Dificil;Video-03-Ingenieria en sistemas.txt;5432;11;8;1
negativa;Dificil;Video-03-Ingenieria en sistemas.txt;1687;8;3;2
cartas;Dificil;Video-03-Ingenieria en sistemas.txt;4120;6;7;1
