atañe;Dificil;Video-15-Contaduria Publica Autorizada.txt;294;5;4;3
psicométrico;Dificil;Video-15-Contaduria Publica Autorizada.txt;2918;12;22;3
preliminar;Dificil;Video-15-Contaduria Publica Autorizada.txt;4538;10;28;1
fungirá;Dificil;Video-15-Contaduria Publica Autorizada.txt;6656;7;38;1
escolaridad;Dificil;Video-15-Contaduria Publica Autorizada.txt;3240;11;25;2
inferencias;Dificil;Video-15-Contaduria Publica Autorizada.txt;5366;11;31;1
auxilio;Dificil;Video-15-Contaduria Publica Autorizada.txt;620;7;4;1
requisición;Dificil;Video-15-Contaduria Publica Autorizada.txt;1951;11;13;1
conciso;Dificil;Video-15-Contaduria Publica Autorizada.txt;3791;7;25;1
quebrantos;Dificil;Video-15-Contaduria Publica Autorizada.txt;6246;10;34;1

